race,rent_monthly,monthly_income_gross,income_verified,income_stability,savings_buffer_months,guarantor_available,verified_rental_debt_flag,credit_score,rent_history_reported,rent_on_time_rate_12m,rent_late_or_nsf_count_12m,utility_on_time_rate_12m,approved
Asian,1463.7,3620.58,1,0.9753,2.38,0,0,613,1,0.957,2.0,0.9767,1
White,2878.84,7349.09,0,0.5774,2.47,0,1,647,1,0.8782,0.0,,1
White,2115.19,5748.66,1,0.642,0.81,0,0,621,0,,,0.9095,1
White,1810.17,4161.43,1,0.6549,1.87,1,0,696,1,0.9383,0.0,0.9507,1
Asian,2155.87,5333.77,1,0.823,4.57,0,0,695,1,0.9651,0.0,0.9742,1
Other,2124.29,4399.81,1,0.785,1.14,0,0,612,0,,,0.9772,1
Other,3656.09,9149.0,1,0.5739,4.4,0,0,653,1,0.9645,0.0,0.9803,1
White,1826.76,6297.13,1,0.9571,1.34,0,0,708,0,,,,0
White,2886.56,6573.83,0,0.8814,3.83,0,0,676,0,,,,1
White,959.89,2044.67,0,0.4279,2.86,0,0,678,0,,,,1
Asian,1835.36,5079.85,0,0.9071,1.97,0,0,644,0,,,0.7808,1
White,3282.05,10780.97,1,0.7962,2.54,0,0,582,1,0.7629,2.0,0.9105,1
Asian,2238.24,8271.4,0,0.7394,0.19,0,0,695,1,0.9811,1.0,0.923,1
Asian,1108.84,2724.21,0,0.6842,3.56,0,0,648,1,0.974,2.0,,1
White,1522.16,4659.74,1,0.729,0.69,0,0,759,1,0.9481,2.0,0.9208,1
White,1437.11,3414.83,1,0.9913,4.84,0,0,642,1,0.9256,1.0,0.8992,1
White,3164.1,9464.46,0,0.8353,2.6,1,0,744,1,0.9963,0.0,0.9198,1
White,1989.4,5664.15,1,0.6851,0.81,0,0,679,1,0.9674,0.0,0.9575,1
White,1136.43,3974.62,1,0.8152,3.57,0,0,656,1,0.8662,1.0,,1
Asian,1429.56,5262.54,0,0.7252,2.09,0,0,692,1,0.8895,3.0,0.9841,1
White,674.93,2087.74,1,0.6469,3.02,0,0,634,1,0.9393,1.0,,1
White,1382.08,3557.02,1,0.7081,1.8,0,0,694,1,0.8407,1.0,0.9563,0
Asian,1922.32,5266.75,1,0.5409,3.28,0,0,629,0,,,0.9315,1
Indigenous,3183.45,6991.15,1,0.8277,1.18,0,0,669,0,,,0.9741,1
White,1274.04,2635.83,1,0.6415,1.48,0,0,674,1,0.7961,1.0,,1
Indigenous,1881.7,4550.58,1,0.7061,2.84,1,0,673,0,,,0.9271,1
Other,2649.83,7404.21,1,0.7402,4.89,0,0,639,1,0.9839,1.0,0.8639,1
Asian,1356.6,3128.8,1,0.7641,1.96,0,0,668,1,0.9489,0.0,0.9058,1
Asian,2277.68,5634.3,1,0.9557,3.38,0,0,651,0,,,0.9685,1
White,2007.89,5321.47,1,0.9175,3.18,1,0,627,1,0.936,2.0,,1
Other,2618.64,9475.33,1,0.923,4.67,0,0,659,0,,,0.8768,1
White,1786.48,4797.58,1,0.802,0.92,0,0,716,1,0.972,1.0,,1
Other,1199.04,4896.88,1,0.5486,2.5,0,0,628,0,,,,1
Asian,2034.87,7013.9,1,0.5342,2.34,1,0,709,1,0.9174,0.0,,1
White,1334.07,3268.84,1,0.8805,2.5,0,0,678,1,0.9654,1.0,0.9527,0
White,2071.84,4813.14,0,0.698,1.31,0,0,684,1,0.906,0.0,0.799,1
Asian,1210.23,4433.35,1,0.6583,2.0,0,0,696,1,0.9398,1.0,,1
Asian,1370.82,4953.23,1,0.7897,3.82,1,0,687,0,,,,1
White,3121.92,6997.84,1,0.6031,0.96,1,0,616,1,0.8846,2.0,,1
Asian,1776.53,6313.03,1,0.5064,2.83,0,0,695,1,0.8934,1.0,0.93,1
Black,1121.77,4001.3,1,0.9152,1.69,0,0,710,1,0.9254,0.0,0.9543,1
White,2109.38,5454.84,0,0.8853,2.4,0,0,698,1,0.9854,0.0,,1
White,3774.94,8761.03,1,0.5812,1.64,0,0,656,1,0.9873,0.0,0.9242,1
White,1547.73,3887.17,1,0.8492,3.81,0,0,692,1,0.9454,1.0,0.8765,1
Indigenous,2161.1,5471.03,1,0.9142,0.83,0,0,660,0,,,0.9271,1
White,1750.36,4860.07,1,0.5294,2.41,0,0,685,1,0.9826,0.0,0.9385,1
Black,1599.37,5086.59,1,0.938,4.03,0,0,686,1,0.9267,2.0,,1
White,1211.69,2938.59,1,0.8735,2.52,0,0,592,1,0.7286,2.0,0.9372,1
Asian,3608.56,8520.08,1,0.5297,1.1,0,0,706,1,0.9926,1.0,0.9694,1
White,1068.92,3965.51,1,0.7124,1.06,1,0,676,1,0.902,0.0,0.9531,1
White,2182.59,7446.8,0,0.679,2.38,0,0,720,1,0.9862,0.0,,1
Indigenous,1291.64,4183.62,1,0.9079,0.46,0,0,623,1,0.877,0.0,,1
White,1115.45,4177.58,1,0.6884,2.91,0,0,557,1,0.8559,1.0,,1
White,2683.58,7950.63,1,0.9897,0.6,0,0,611,1,0.8659,1.0,0.9422,1
Other,2110.03,7363.37,1,0.9145,0.84,0,0,683,1,0.9331,0.0,,1
Other,2254.13,5593.98,1,0.7986,5.44,0,0,755,1,0.9518,0.0,0.8673,1
Black,2210.32,6787.35,1,0.5121,4.82,0,0,685,1,0.9378,1.0,,1
White,1813.69,4700.48,1,0.8289,1.49,0,0,734,1,0.9388,0.0,0.9337,1
Asian,1993.22,5184.79,0,0.8946,4.21,1,0,706,1,0.9222,0.0,0.8809,1
Black,1860.17,4125.1,1,0.6425,1.1,0,0,604,1,0.9516,1.0,0.8779,0
White,3374.83,7135.49,1,0.9912,2.93,0,0,649,0,,,0.7685,1
White,1301.21,4079.46,1,0.7755,4.42,1,0,652,1,0.902,0.0,,1
Indigenous,2549.88,8744.84,1,0.7254,1.24,0,0,614,0,,,0.9632,1
White,1683.82,4655.81,1,0.7274,0.6,0,1,665,1,0.945,2.0,0.8651,0
Asian,1539.6,5237.46,1,0.5773,2.21,0,0,658,0,,,0.9018,1
Other,2062.62,6781.6,1,0.7036,1.2,0,0,584,0,,,0.9134,1
Asian,1418.74,5243.62,1,0.7148,1.27,1,0,635,1,0.9056,1.0,0.9724,1
White,1815.22,4685.12,1,0.7759,0.83,1,0,624,0,,,0.9459,1
White,1296.68,5145.64,1,0.7662,0.13,1,0,666,1,0.8884,0.0,,1
White,2711.92,7109.95,1,0.9272,1.36,0,0,683,1,0.8279,0.0,,0
White,1370.52,4123.33,0,0.8406,1.47,0,0,657,1,0.9834,1.0,0.8761,1
Indigenous,2028.69,4975.25,0,0.5375,1.1,0,0,683,1,0.9107,1.0,0.8614,1
Black,1663.44,5218.76,1,0.7207,0.81,0,0,716,0,,,0.9802,1
White,3187.03,7037.57,1,0.8181,3.6,1,0,646,0,,,0.9729,1
White,2066.04,5021.42,1,0.4157,2.53,0,0,704,1,0.9825,0.0,0.8763,1
Black,3280.7,9791.98,1,0.7356,0.64,0,0,674,1,0.9407,0.0,,1
White,1639.19,4922.76,1,0.8206,2.29,0,0,619,0,,,0.9181,1
White,2217.02,4784.92,0,0.6649,1.0,1,0,655,1,0.9481,1.0,0.9023,1
White,2074.75,4897.86,1,0.9121,3.4,0,0,672,0,,,0.9483,1
Asian,1100.56,3279.97,1,0.5033,1.11,0,0,633,1,0.9353,1.0,0.891,1
White,1458.25,3617.58,1,0.7074,3.84,0,0,637,1,0.8847,1.0,0.9481,1
Asian,1295.52,4318.57,1,0.8623,3.66,0,0,661,1,0.9871,1.0,,1
White,2236.46,7738.43,1,0.6801,2.73,0,0,705,1,0.9683,0.0,0.9808,1
Asian,1429.93,5140.06,1,0.7333,1.09,0,0,634,0,,,0.9859,1
White,1250.13,4388.7,1,0.7521,1.63,0,0,649,1,0.8916,1.0,0.935,1
White,2412.65,7988.04,1,0.952,1.78,0,0,671,1,0.9411,0.0,0.9769,1
White,3599.03,8949.26,1,0.5255,2.13,0,0,651,1,0.8548,2.0,,1
White,3433.45,8069.1,1,0.824,4.04,0,0,707,1,0.8934,1.0,0.9436,1
White,1636.11,3857.72,0,0.4737,1.5,1,0,740,1,0.9809,0.0,0.9259,1
White,1622.37,4372.44,1,0.5773,3.36,0,0,629,1,0.9292,1.0,,1
White,3751.8,9810.63,1,0.8609,0.75,0,0,649,0,,,0.96,1
White,1424.6,5657.93,0,0.8633,1.18,0,0,690,1,0.8931,1.0,,0
Other,1676.48,4735.04,1,0.6291,1.02,0,0,710,0,,,0.913,1
White,2262.53,6686.43,1,0.8066,3.39,1,0,614,1,0.8526,1.0,,1
Indigenous,2747.24,7398.03,0,0.6866,4.53,0,1,651,1,0.8614,2.0,0.944,0
Other,1630.28,4257.37,1,0.7336,1.32,0,0,719,1,0.9543,0.0,,1
White,2368.49,5615.12,0,0.7546,1.06,1,0,653,1,0.9444,1.0,0.9504,1
Asian,2310.98,7191.89,1,0.7743,1.67,0,0,627,0,,,0.9253,1
Black,1377.58,3464.46,1,0.9559,0.96,1,1,629,0,,,0.9396,1
Asian,1615.98,5222.52,1,0.8566,1.35,1,0,686,1,0.8988,0.0,0.941,1
White,1060.15,3520.57,1,0.4736,1.67,0,0,635,0,,,,1
White,816.19,3685.5,1,0.5188,1.69,0,0,661,0,,,0.9636,1
White,1238.34,4269.83,1,0.7914,0.5,1,0,670,1,0.9811,0.0,0.9509,1
White,2398.05,6145.07,1,0.7489,1.3,0,0,707,1,0.9065,1.0,0.976,1
Other,1378.75,4645.74,1,0.4868,5.25,0,0,689,1,0.9407,1.0,,1
Other,916.2,4144.21,1,0.7648,0.59,0,0,567,1,0.837,3.0,0.973,1
White,2326.15,5294.68,1,0.807,2.11,1,0,667,0,,,0.9927,1
Asian,1199.36,3480.66,1,0.8456,1.97,0,0,624,1,0.9622,1.0,0.8908,1
White,2080.88,6042.03,1,0.6354,6.23,0,0,625,0,,,0.8403,1
Other,2935.94,7726.41,1,0.8188,2.05,0,0,642,0,,,0.894,1
White,1902.66,5057.83,1,0.5342,4.98,0,0,627,0,,,0.9097,1
Other,1805.03,4843.95,1,0.4806,2.01,1,0,647,1,0.8505,4.0,0.9403,1
Black,2235.26,5926.08,0,0.6898,1.27,0,0,716,0,,,0.9394,1
White,1189.93,2556.64,0,0.9268,2.09,1,0,550,1,0.9408,6.0,0.977,1
White,1992.29,6274.82,1,0.7044,0.72,0,0,656,1,0.9601,1.0,,1
Black,5000.0,15399.25,1,0.9291,2.21,0,0,697,1,0.9765,0.0,0.9198,1
White,1526.46,4981.45,0,0.6643,1.36,1,0,626,1,0.7989,2.0,,0
White,1874.82,4987.65,1,0.5629,1.28,0,1,605,1,0.938,1.0,0.947,0
Other,1941.83,6745.81,1,0.771,3.58,0,0,719,1,0.9552,1.0,,1
Asian,2952.54,9249.09,1,0.4102,1.55,0,0,650,0,,,0.9306,1
White,3329.4,7314.78,1,0.4517,0.36,0,0,720,1,0.9905,0.0,,0
White,749.17,2445.37,0,0.8236,2.61,1,0,652,1,0.8497,3.0,0.9804,1
White,1676.01,6333.47,1,0.758,2.98,0,0,644,1,0.9488,3.0,,1
Other,3894.37,12792.18,1,0.5791,6.77,0,0,602,1,0.9145,3.0,,1
White,2244.94,6465.71,1,0.5515,2.21,0,0,649,1,0.8186,1.0,0.8878,1
White,1732.64,3471.37,1,0.7239,1.46,1,0,613,1,0.9318,2.0,,1
White,2183.18,5739.08,1,0.9175,2.63,1,0,682,0,,,,1
Other,825.79,3321.51,0,0.6813,0.77,0,0,686,0,,,0.9094,1
White,2829.6,8005.59,1,0.9635,1.27,1,0,659,0,,,,1
Black,1096.54,3721.4,1,0.9577,2.82,0,0,639,0,,,,1
Asian,1600.92,5336.89,1,0.754,1.63,1,0,727,1,0.9741,0.0,0.8818,1
Black,1714.58,3851.4,1,0.6738,0.45,0,0,735,1,0.9811,0.0,0.911,1
Other,1139.74,4294.79,1,0.6859,1.54,0,0,666,0,,,0.8449,1
Black,3873.97,8747.88,1,0.7214,2.07,1,0,691,0,,,0.9438,1
Other,2248.94,5391.74,1,0.4168,1.59,1,0,707,1,0.8808,1.0,0.8956,1
White,1041.97,4275.66,0,0.8457,0.51,0,0,714,1,0.9324,2.0,,0
Indigenous,1471.14,3482.77,1,0.6044,0.19,0,0,691,0,,,,0
White,1096.32,2700.84,1,0.8015,3.16,1,0,597,1,0.9685,0.0,0.9081,1
White,1132.74,3355.87,0,0.9462,2.94,0,0,669,1,0.9404,3.0,0.8099,1
Black,2099.73,5407.81,0,0.7869,1.17,1,0,650,0,,,,1
Other,1927.08,7328.28,1,0.6191,1.13,1,0,696,1,0.9165,1.0,0.9526,1
Asian,1189.38,4273.94,1,0.8508,1.48,0,0,631,1,0.9465,0.0,,1
White,3638.23,9010.12,0,0.8769,3.27,0,0,623,1,0.9485,2.0,0.9733,1
White,1244.13,4045.21,1,0.7582,2.09,0,0,709,0,,,0.9387,1
White,1501.77,4784.37,1,0.9113,4.3,1,0,668,0,,,0.8427,1
White,1176.07,3563.73,1,0.9357,2.05,1,0,670,1,0.8759,1.0,0.9259,1
White,2192.52,7355.33,1,0.636,1.0,0,0,626,0,,,,1
White,4571.27,10835.06,1,0.418,1.21,1,0,610,0,,,,1
White,1244.33,2806.74,0,0.7552,2.67,1,0,647,1,0.8916,0.0,,1
Indigenous,2097.93,4606.65,1,0.6442,4.96,1,0,620,0,,,0.9044,1
White,2111.22,8095.69,0,0.8277,2.15,0,0,710,1,0.9577,0.0,,1
Other,1163.09,3133.74,1,0.8507,3.64,1,0,691,1,0.9309,0.0,0.9336,0
Asian,2515.64,6340.76,1,0.5913,2.48,0,0,604,1,0.9089,4.0,0.9176,1
White,2638.07,7973.9,1,0.7113,2.31,0,0,727,1,0.9957,0.0,0.9133,1
White,2100.31,5344.34,1,0.7833,5.32,0,0,580,1,0.9682,1.0,,1
White,2555.86,6304.42,1,0.7645,0.85,0,0,590,1,0.9673,0.0,0.9739,1
Other,3154.05,9630.88,1,0.6572,1.5,0,0,715,1,0.9676,0.0,0.9802,1
White,3315.37,10284.19,1,0.5458,1.31,0,0,741,1,0.9319,0.0,0.9853,1
White,1775.87,5088.43,1,0.681,1.86,0,0,569,1,0.9128,1.0,0.9171,1
Other,1195.29,4315.99,1,0.4979,0.58,0,0,647,1,0.9045,1.0,,0
Other,1526.5,3768.46,1,0.8209,1.8,1,0,708,0,,,0.9763,1
White,3044.14,7319.9,1,0.2633,1.14,0,0,605,1,0.8888,1.0,0.9375,1
White,828.23,3217.28,1,0.9157,1.2,0,0,703,1,0.8833,0.0,0.9534,1
White,1916.17,4760.05,1,0.7716,3.85,1,0,629,1,0.8432,2.0,,1
White,1881.43,5390.29,0,0.8696,1.04,1,0,709,1,0.9082,0.0,0.8621,1
White,1121.0,4360.59,0,0.9725,6.26,0,0,713,1,0.9307,1.0,,1
Asian,2530.34,5735.05,1,0.9283,2.1,1,0,669,1,0.8662,1.0,,1
Other,5000.0,12759.02,1,0.9239,0.26,1,0,594,1,0.8109,3.0,0.9599,1
White,1896.97,4983.33,1,0.9015,3.64,1,0,611,0,,,0.9081,1
Asian,1642.88,4464.99,1,0.7831,0.19,0,0,673,1,0.9758,0.0,,0
White,2667.84,7418.86,0,0.8835,0.71,1,0,586,0,,,0.8735,1
Indigenous,2092.05,5654.85,1,0.5523,2.42,1,1,679,1,0.8517,1.0,0.9707,1
Asian,2634.14,8605.71,0,0.7122,1.58,0,0,603,1,0.9284,1.0,,1
Black,1747.38,5508.54,1,0.7797,2.93,0,0,697,0,,,,1
Other,1532.97,4766.97,0,0.8473,1.21,0,0,660,1,0.9655,0.0,0.9141,0
White,1131.89,2785.3,1,0.5693,1.2,0,0,636,0,,,0.8953,1
White,1194.26,2949.84,1,0.8864,1.36,0,0,664,1,0.9499,0.0,0.9295,1
White,1144.02,2735.09,0,0.6351,2.52,0,0,742,1,0.9888,1.0,0.932,0
White,2248.84,5938.33,1,0.5921,2.98,0,0,664,0,,,0.9688,1
Other,1131.07,3228.03,1,0.7885,0.74,1,0,716,1,0.9246,0.0,,1
White,3803.19,8069.65,1,0.8528,3.97,0,0,661,1,0.9749,1.0,0.9582,1
Indigenous,1652.16,5255.34,0,0.7505,6.06,0,0,677,1,0.8941,2.0,0.9868,1
White,2057.3,4774.04,0,0.7504,1.82,1,0,716,1,0.9734,0.0,0.8529,1
White,1455.8,3870.21,1,0.7017,2.23,0,0,647,0,,,0.9331,1
White,1963.58,6465.3,1,0.9302,1.14,0,0,696,1,0.9642,0.0,0.8666,1
Asian,1219.92,3923.89,1,0.3694,3.54,1,0,705,1,0.9936,0.0,,1
Asian,1307.99,3683.18,1,0.7432,0.2,0,0,654,0,,,,1
White,3044.9,7882.0,1,0.8118,4.75,0,0,673,0,,,0.8734,1
White,2073.16,5887.17,1,0.711,4.41,0,0,635,1,0.8636,0.0,,0
Asian,1877.64,4789.53,1,0.7282,0.69,0,0,569,1,0.9886,2.0,0.9682,1
White,2677.48,6508.83,1,0.8804,1.02,1,0,650,1,0.9521,1.0,,1
Other,1696.33,5216.28,1,0.8326,1.63,0,0,648,1,0.9364,1.0,,1
White,1847.32,5945.97,1,0.8086,3.28,0,0,696,1,0.9621,0.0,0.7795,1
White,1637.3,3906.97,1,0.7652,0.52,0,0,688,1,0.9521,0.0,,0
White,4928.84,10732.73,1,0.6079,1.25,0,0,650,1,0.9327,1.0,,1
White,1607.01,4245.21,1,0.935,2.72,0,0,579,0,,,,1
White,2655.24,8964.43,0,0.6651,0.64,0,0,662,1,0.9915,1.0,0.8915,1
White,1324.73,4867.37,1,0.7823,1.72,1,0,679,1,0.9611,2.0,,1
Other,2089.89,6897.39,0,0.9371,1.96,0,0,699,1,0.9138,2.0,,1
White,2494.21,6723.69,0,0.7699,0.83,0,0,653,1,0.9657,1.0,0.943,0
White,2351.52,7768.34,0,0.8787,1.89,0,0,688,1,0.9807,0.0,,1
White,1622.77,3874.59,1,0.7957,2.01,0,0,669,1,0.9247,0.0,0.9173,1
White,3316.04,7577.1,1,0.8022,1.13,0,0,645,1,0.9431,0.0,0.9853,1
Asian,3355.23,9923.57,1,0.5936,0.46,1,0,674,1,0.862,2.0,,1
White,1472.2,4749.86,1,0.3709,0.42,0,0,694,1,0.9334,0.0,,1
Asian,1726.31,5263.55,1,0.297,2.59,1,0,746,1,0.9102,2.0,0.8139,1
White,1504.67,4329.5,1,0.769,2.59,0,0,604,0,,,0.8474,1
Other,1864.55,4606.21,1,0.6613,1.42,1,0,681,1,0.9608,0.0,,1
White,2740.67,9465.53,1,0.5657,1.61,0,0,682,1,0.9735,1.0,0.8671,1
Black,1620.97,3658.95,0,0.8379,1.27,1,0,657,1,0.958,0.0,0.9496,1
White,1196.89,3739.37,1,0.932,4.07,1,0,685,0,,,0.9299,1
White,2980.91,9138.3,1,0.8921,1.28,1,0,632,0,,,0.8723,1
Indigenous,2993.15,6470.48,0,0.7724,5.44,1,0,621,0,,,,1
Asian,3300.4,10922.1,1,0.582,0.96,0,0,707,1,0.9109,0.0,,1
Indigenous,1377.7,4441.56,1,0.7815,3.56,0,0,610,0,,,0.9696,1
White,1973.7,5434.99,0,0.8578,0.64,1,0,695,1,0.9558,0.0,,1
Asian,1697.11,4126.47,0,0.9279,2.32,1,0,660,1,0.9772,0.0,0.8836,1
Black,1460.45,5467.46,1,0.8387,0.57,0,0,653,1,0.9091,1.0,0.983,1
Asian,686.6,2794.7,1,0.7563,1.14,0,0,644,0,,,0.7689,1
White,1677.48,6608.74,1,0.6268,3.51,0,0,688,1,0.9162,1.0,0.9653,1
Asian,1981.02,5823.34,0,0.9219,0.59,0,0,681,1,0.933,0.0,0.9707,1
Asian,1677.26,5096.3,0,0.7938,4.58,0,0,658,1,0.918,0.0,0.9566,1
Other,2157.15,4535.93,1,0.7895,3.13,1,0,658,0,,,0.9551,1
White,1572.45,3801.88,0,0.8057,3.11,0,0,608,1,0.8853,3.0,0.9171,1
White,1980.18,6708.38,1,0.5039,3.1,0,0,715,1,0.9622,1.0,0.8713,0
Indigenous,1156.42,3451.39,1,0.835,4.8,0,0,745,0,,,,1
White,1919.66,6220.33,1,0.8416,2.33,0,0,666,1,0.9483,2.0,0.9753,1
Asian,3676.99,10747.97,1,0.935,1.14,1,0,677,1,0.8765,1.0,0.9563,1
White,2874.88,8745.95,0,0.8847,2.72,0,0,629,1,0.9384,1.0,,1
White,1252.93,3070.57,1,0.2364,1.73,1,0,668,1,0.9346,1.0,,1
Asian,1481.66,4309.41,1,0.9499,4.22,0,0,701,1,0.9628,1.0,,1
White,2239.56,6026.5,1,0.9022,1.81,1,0,705,1,0.9776,0.0,0.9534,1
White,2000.56,5073.65,0,0.8377,3.25,0,0,638,1,0.8996,1.0,,1
Asian,1220.93,3186.32,1,0.7601,0.84,0,0,645,1,0.8967,1.0,0.9942,1
Asian,1809.83,5950.76,0,0.8909,1.69,1,1,635,0,,,0.9649,1
Black,1701.87,5181.8,1,0.8058,1.73,0,0,635,0,,,0.9012,1
White,4780.97,10162.18,0,0.7595,4.24,0,0,650,1,0.9206,0.0,,1
White,1517.13,4758.96,1,0.9633,3.08,1,0,732,1,0.9841,0.0,0.9711,1
Other,3116.47,7826.06,1,0.917,0.85,0,0,704,1,0.9395,1.0,0.8792,1
White,1463.82,3337.35,0,0.7167,1.86,0,0,601,1,0.7698,0.0,0.9332,1
White,1111.98,3628.63,1,0.786,1.41,0,0,764,1,0.9865,0.0,,1
White,1992.78,6694.19,0,0.4154,3.12,1,0,692,1,0.945,2.0,0.9181,1
White,2432.76,7598.6,1,0.6621,3.35,0,0,635,1,0.9023,2.0,,1
Black,1365.25,3719.43,1,0.6546,3.97,0,0,637,0,,,0.813,1
Indigenous,1763.8,5244.01,0,0.8094,3.32,1,0,682,1,0.9613,0.0,,1
Asian,1343.63,3206.26,0,0.7259,0.97,0,0,625,1,0.9117,1.0,0.9198,1
White,2084.34,4880.42,1,0.7605,1.73,0,0,584,0,,,,1
White,2777.9,6969.77,1,0.8414,3.54,0,0,645,1,0.9156,1.0,0.9746,1
White,2049.34,4465.69,0,0.9817,4.41,0,0,724,1,0.9808,0.0,,1
White,1888.24,4765.95,1,0.64,0.61,0,0,602,1,0.9278,2.0,0.9335,1
White,766.97,3501.64,0,0.7788,2.67,0,0,639,0,,,0.9061,0
White,1423.13,4144.3,1,0.7828,1.78,0,0,676,1,0.9683,0.0,,1
White,3656.72,9621.47,1,0.8426,2.21,1,0,652,1,0.9314,1.0,0.8816,1
Asian,2013.73,5334.43,1,0.7763,3.08,1,0,661,1,0.9455,1.0,,1
Asian,1043.05,3661.42,1,0.7723,1.91,0,0,715,1,0.9763,0.0,0.8919,1
White,1631.42,4657.54,1,0.8485,2.08,0,0,617,1,0.8326,1.0,0.8971,1
White,806.31,2972.96,1,0.4584,0.79,0,0,660,1,0.908,0.0,,1
Indigenous,1112.31,3646.26,0,0.7782,1.73,0,0,661,0,,,0.7839,1
Asian,3675.88,8371.04,1,0.5844,1.66,0,0,614,0,,,0.8773,0
Indigenous,1731.66,4947.04,0,0.8736,1.6,1,0,696,1,0.9322,1.0,,1
White,3675.22,10078.6,1,0.609,1.57,1,0,731,1,0.9626,0.0,,1
Indigenous,1749.03,5029.33,1,0.6164,5.17,1,0,625,0,,,,1
White,1868.4,5134.93,1,0.7736,3.05,1,0,711,1,0.9357,1.0,0.9744,1
White,2057.82,6507.61,1,0.6165,0.69,0,0,634,1,0.8901,1.0,0.8651,1
White,835.79,2040.62,1,0.5479,0.36,1,0,604,1,0.8796,1.0,,1
White,1769.16,5586.69,1,0.4427,1.68,0,0,694,1,0.8654,3.0,,1
White,1685.29,5111.6,1,0.8051,3.79,0,0,646,0,,,,1
White,2448.28,8747.54,1,0.8986,0.86,0,0,696,1,0.9683,0.0,0.8869,1
Indigenous,3286.2,7288.49,1,0.9836,3.39,0,0,624,0,,,0.8891,1
White,1340.28,3496.86,1,0.5965,1.0,0,0,592,1,0.8652,4.0,0.9555,1
White,2708.94,8031.79,1,0.8665,1.4,1,0,644,0,,,0.9829,1
White,1617.3,4743.85,1,0.6506,1.62,0,0,759,1,0.9963,1.0,,1
White,1274.54,3788.99,1,0.4672,1.91,1,0,631,0,,,0.8539,1
White,2370.95,5571.39,0,0.7862,0.55,0,0,730,1,0.9904,0.0,0.9424,0
White,1713.3,4843.75,0,0.9366,0.67,0,0,719,0,,,0.9907,1
White,3530.93,8909.53,1,0.4726,1.38,0,0,680,1,0.9518,0.0,0.8838,1
Indigenous,2332.12,5858.4,1,0.7371,0.44,0,0,648,0,,,0.9603,1
Other,1911.68,5588.1,0,0.6388,1.28,0,0,679,1,0.976,0.0,,1
White,2681.86,7126.96,0,0.8103,2.23,0,0,654,1,0.9017,0.0,0.9769,1
Asian,2808.84,7622.95,1,0.9072,0.81,1,0,661,1,0.973,1.0,0.9576,1
Black,2700.84,6840.91,1,0.7344,1.25,0,0,561,0,,,0.8793,1
Other,3155.33,8546.06,1,0.7778,2.02,1,0,620,1,0.865,3.0,0.8447,1
Asian,2621.0,6434.65,0,0.7312,0.61,0,0,641,1,0.9168,1.0,0.8744,1
Black,1317.14,5514.26,1,0.8573,2.24,0,0,648,0,,,,1
Other,2306.06,8023.45,1,0.9297,1.75,1,1,731,0,,,0.849,1
Indigenous,1640.16,5037.17,0,0.4413,0.96,1,0,661,0,,,0.7688,1
White,2579.76,5260.86,1,0.479,4.04,0,0,699,1,0.9724,0.0,0.9479,1
White,3482.59,9499.23,1,0.6951,0.77,0,0,630,0,,,0.8436,1
White,3008.65,9173.62,1,0.9315,2.35,0,0,686,1,0.8602,0.0,,1
White,1744.77,5185.14,1,0.9358,2.4,0,0,646,0,,,0.9431,1
White,1550.71,4436.72,1,0.8709,0.78,0,0,666,1,0.9994,0.0,0.9551,1
White,4005.6,8677.81,0,0.3956,1.0,1,0,689,1,0.9899,2.0,0.9048,0
Asian,3261.59,6881.28,1,0.77,2.64,0,0,620,1,0.8991,2.0,0.9494,1
Asian,2521.55,5807.28,1,0.8211,3.23,0,0,658,1,0.8892,0.0,0.8736,1
Black,2003.19,4645.98,1,0.7638,2.27,0,0,664,1,0.9313,1.0,,1
White,1786.81,5840.13,1,0.9011,2.63,1,0,661,1,0.8873,0.0,,1
White,1678.39,5160.64,1,0.5652,1.28,1,0,697,1,0.8437,2.0,0.9226,1
Indigenous,1513.21,4121.18,1,0.6602,3.68,0,0,686,1,0.8003,0.0,0.9765,1
Black,2027.08,5440.24,1,0.265,0.46,0,0,630,1,0.9345,1.0,0.9561,1
Other,1838.82,5706.22,0,0.496,2.12,1,0,607,1,0.884,3.0,,1
Black,1868.75,4559.76,1,0.776,3.6,0,0,661,1,0.8514,1.0,,1
Black,2254.26,7134.9,1,0.9124,3.33,1,0,691,1,0.8858,3.0,0.9069,1
White,2749.66,8164.13,1,0.8627,0.13,1,0,662,1,0.9933,2.0,,1
White,2408.98,7301.81,1,0.8624,3.11,1,0,608,1,0.9514,3.0,,1
White,2069.17,4720.77,0,0.7866,1.26,0,0,660,1,0.8904,2.0,0.8934,1
Asian,3137.38,6774.71,1,0.6149,1.24,0,0,656,1,0.9637,2.0,0.873,1
Other,1981.42,5343.84,0,0.7512,2.18,0,0,716,0,,,0.9062,1
White,1299.61,3374.16,1,0.9086,0.76,1,0,648,1,0.961,1.0,0.9603,1
Asian,2747.09,6580.52,0,0.9358,2.41,0,0,610,0,,,,1
White,2035.85,5472.88,1,0.7736,3.49,0,0,667,1,0.9863,1.0,,1
White,5000.0,12889.34,1,0.9005,4.41,1,0,655,1,0.9718,0.0,,1
White,2518.49,8659.9,1,0.792,5.7,0,0,658,0,,,0.921,1
White,2538.14,6669.61,1,0.7298,2.23,0,0,672,1,0.9341,0.0,0.904,1
Other,1576.78,5673.85,1,0.6904,1.13,0,0,680,0,,,0.9277,1
